generated_at,course_name,competition,event,year,round,player,matched_player,market,model_mu,line,model_line_edge,model_pick,actual,result,opening_american,closing_american,pnl_open,pnl_close
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2024,Charles Schwab Challenge,2024,3,S. Scheffler,Scottie Scheffler,Birdies,6.054,3.5,2.554,over,7,W,-145,-120,0.690,0.833
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2025,Charles Schwab Challenge,2025,2,C. Kirk,Chris Kirk,Birdies,3.673,2.5,1.173,over,1,L,-190,-152,-1.000,-1.000
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2025,Charles Schwab Challenge,2025,2,J. Spieth,Jordan Spieth,Birdies,3.856,3.5,0.356,over,2,L,-105,118,-1.000,-1.000
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2025,Charles Schwab Challenge,2025,2,T. Fleetwood,Tommy Fleetwood,Birdies,4.217,3.5,0.717,over,3,L,-120,105,-1.000,-1.000
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2025,Charles Schwab Challenge,2025,1,H. English,Harris English,Birdies,4.589,3.5,1.089,over,3,L,115,139,-1.000,-1.000
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2025,Charles Schwab Challenge,2025,1,J.T. Poston,J.T. Poston,Birdies,4.340,3.5,0.840,over,7,W,120,146,1.200,1.460
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2025,Charles Schwab Challenge,2025,2,B. Harman,Brian Harman,Birdies,3.699,3.5,0.199,over,1,L,115,143,-1.000,-1.000
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2025,Charles Schwab Challenge,2025,2,H. Matsuyama,Hideki Matsuyama,Birdies,3.696,3.5,0.196,over,3,L,100,120,-1.000,-1.000
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2025,Charles Schwab Challenge,2025,2,M. McNealy,Maverick McNealy,Birdies,3.653,3.5,0.153,over,1,L,110,133,-1.000,-1.000
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2025,Charles Schwab Challenge,2025,1,K. Mitchell,Keith Mitchell,Birdies,4.871,3.5,1.371,over,3,L,105,129,-1.000,-1.000
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2025,Charles Schwab Challenge,2025,1,R. Fowler,Rickie Fowler,Birdies,3.509,3.5,0.009,over,2,L,130,158,-1.000,-1.000
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2025,Charles Schwab Challenge,2025,1,T. Kim,Tom Kim,Birdies,3.706,3.5,0.206,over,2,L,125,151,-1.000,-1.000
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2025,Charles Schwab Challenge,2025,3,A. Bhatia,Akshay Bhatia,Birdies,4.352,3.5,0.852,over,5,W,125,153,1.250,1.530
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2025,Charles Schwab Challenge,2025,3,C. Gotterup,Chris Gotterup,Birdies,4.565,2.5,2.065,over,1,L,-180,-147,-1.000,-1.000
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2025,Charles Schwab Challenge,2025,3,R. Hisatsune,Ryo Hisatsune,Birdies,3.636,2.5,1.136,over,2,L,-190,-157,-1.000,-1.000
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2025,Charles Schwab Challenge,2025,3,J.J. Spaun,J.J. Spaun,Birdies,4.346,3.5,0.846,over,2,L,-125,-100,-1.000,-1.000
2026-06-30T22:06:39.772Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,1,Cam. Young,Cameron Young,Birdies,4.758,4.5,0.258,over,9,W,-125,-112,0.800,0.893
2026-06-30T22:06:39.772Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,2,Cam. Young,Cameron Young,Birdies,4.938,5,-0.062,under,4,W,-125,-108,0.800,0.926
2026-06-30T22:06:39.772Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,2,N. Dunlap,Nick Dunlap,Birdies,4.718,4.5,0.218,over,4,L,105,120,-1.000,-1.000
2026-06-30T22:06:39.772Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,4,A. Eckroat,Austin Eckroat,Birdies,5.628,4,1.628,over,5,W,-110,-101,0.909,0.990
2026-06-30T22:06:39.772Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,3,A. Eckroat,Austin Eckroat,Birdies,4.335,4.5,-0.165,under,5,L,-120,-103,-1.000,-1.000
2026-06-30T22:06:39.772Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,3,G. Higgo,Garrick Higgo,Birdies,4.388,4.5,-0.112,under,1,W,-145,-126,0.690,0.794
2026-06-30T22:06:39.772Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,1,M. Fitzpatrick,Matt Fitzpatrick,Birdies,4.418,4.5,-0.082,under,3,W,-125,-110,0.800,0.909
2026-06-30T22:06:39.772Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,1,T. Kim,S.H. Kim,Birdies,4.798,4.5,0.298,over,6,W,-105,110,0.952,1.100
2026-06-30T22:06:39.772Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,2,M. Fitzpatrick,Matt Fitzpatrick,Birdies,4.388,4.5,-0.112,under,6,L,-105,106,-1.000,-1.000
2026-06-30T22:06:39.772Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,3,J. Rose,Justin Rose,Birdies,4.562,4.5,0.062,over,4,L,105,120,-1.000,-1.000
2026-06-30T22:06:39.772Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,4,M. Fitzpatrick,Matt Fitzpatrick,Birdies,4.656,4.5,0.156,over,4,L,-120,-102,-1.000,-1.000
2026-06-30T22:06:39.772Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,3,R. Fowler,Rickie Fowler,Birdies,3.877,4.5,-0.623,under,6,L,-125,-108,-1.000,-1.000
2026-06-30T22:06:39.772Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,1,R. Fowler,Rickie Fowler,Birdies,4.001,4,0.001,over,2,L,-145,-131,-1.000,-1.000
2026-06-30T22:06:39.772Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,1,S. Straka,Sepp Straka,Birdies,4.629,4.5,0.129,over,5,W,105,118,1.050,1.180
2026-06-30T22:06:39.772Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,2,R. Fowler,Rickie Fowler,Birdies,3.941,4.5,-0.559,under,5,L,-125,-109,-1.000,-1.000
2026-06-30T22:06:39.772Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,1,C. Kirk,Chris Kirk,Birdies,5.063,4.5,0.563,over,7,W,-145,-126,0.690,0.794
2026-06-30T22:06:39.772Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,1,J. Knapp,Jake Knapp,Birdies,4.958,4.5,0.458,over,5,W,-120,-106,0.833,0.943
2026-06-30T22:06:39.772Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,2,C. Kirk,Chris Kirk,Birdies,4.893,4.5,0.393,over,6,W,-105,107,0.952,1.070
2026-06-30T22:06:39.772Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,2,J. Knapp,Jake Knapp,Birdies,5.198,4.5,0.698,over,5,W,110,121,1.100,1.210
2026-06-30T22:06:39.772Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,3,Cam. Young,Cameron Young,Birdies,4.764,4.5,0.264,over,2,L,105,118,-1.000,-1.000
2026-06-30T22:06:39.772Z,PGA National Resort (The Champion Course),Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,2,Cam. Young,Cameron Young,Birdies,5.111,5.5,-0.389,under,6,L,-180,-148,-1.000,-1.000
2026-06-30T22:06:39.772Z,PGA National Resort (The Champion Course),Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,3,J. Knapp,Jake Knapp,Birdies,5.998,4.5,1.498,over,5,W,-120,106,0.833,1.060
2026-06-30T22:06:39.772Z,PGA National Resort (The Champion Course),Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,3,M. Pavon,Matthieu Pavon,Birdies,4.630,4.5,0.130,over,3,L,100,124,-1.000,-1.000
2026-06-30T22:06:39.772Z,PGA National Resort (The Champion Course),Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,3,R. Fowler,Rickie Fowler,Birdies,4.740,4.5,0.240,over,5,W,-180,-145,0.556,0.690
2026-06-30T22:06:39.772Z,PGA National Resort (The Champion Course),Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,2,J. Spieth,Jordan Spieth,Birdies,4.461,4.5,-0.039,under,6,L,120,151,-1.000,-1.000
2026-06-30T22:06:39.772Z,PGA National Resort (The Champion Course),Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,3,B. Harman,Brian Harman,Birdies,4.769,4.5,0.269,over,6,W,-175,-140,0.571,0.714
2026-06-30T22:06:39.772Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,1,J. Day,Jason Day,Birdies,4.634,3.5,1.134,over,2,L,-135,-116,-1.000,-1.000
2026-06-30T22:06:39.772Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,1,K. Bradley,Keegan Bradley,Birdies,4.358,3.5,0.858,over,3,L,-125,-114,-1.000,-1.000
2026-06-30T22:06:39.772Z,Torrey Pines Golf Course (North Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,1,M. W. Lee,K.H. Lee,Birdies,4.028,3.5,0.528,over,4,W,-135,-118,0.741,0.847
2026-06-30T22:06:39.772Z,Torrey Pines Golf Course (North Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,2,J. Day,Jason Day,Birdies,4.734,5.5,-0.766,under,3,W,-125,-112,0.800,0.893
2026-06-30T22:06:39.772Z,Torrey Pines Golf Course (North Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,2,K. Bradley,Keegan Bradley,Birdies,4.798,5.5,-0.702,under,6,L,-125,-112,-1.000,-1.000
2026-06-30T22:06:39.772Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,2,M. W. Lee,K.H. Lee,Birdies,3.958,5.5,-1.542,under,3,W,-110,103,0.909,1.030
2026-06-30T22:06:39.772Z,Torrey Pines Golf Course (North Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,1,C. Morikawa,Collin Morikawa,Birdies,4.832,4.5,0.332,over,7,W,-135,-114,0.741,0.877
2026-06-30T22:06:39.772Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,2,C. Morikawa,Collin Morikawa,Birdies,5.222,5,0.222,over,4,L,110,123,-1.000,-1.000
2026-06-30T22:06:39.772Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,2,P. Cantlay,Patrick Cantlay,Birdies,3.744,5,-1.256,under,3,W,-135,-116,0.741,0.862
2026-06-30T22:06:39.772Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,2,S. Theegala,Sahith Theegala,Birdies,4.389,4.5,-0.111,under,6,L,-135,-120,-1.000,-1.000
2026-06-30T22:06:39.772Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,3,N. Hojgaard,Nicolai Hojgaard,Birdies,3.177,4,-0.823,under,2,W,-120,-103,0.833,0.971
2026-06-30T22:06:39.772Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,3,T. Detry,Thomas Detry,Birdies,3.503,3.5,0.003,over,5,W,-145,-122,0.690,0.820
2026-06-30T22:06:39.772Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,1,M. Homa,Max Homa,Birdies,4.642,3.5,1.142,over,5,W,-145,-123,0.690,0.813
2026-06-30T22:06:39.772Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,1,T. Finau,Tony Finau,Birdies,5.139,3.5,1.639,over,4,W,-110,102,0.909,1.020
2026-06-30T22:06:39.772Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,1,X. Schauffele,Xander Schauffele,Birdies,4.834,3.5,1.334,over,4,W,-145,-129,0.690,0.775
2026-06-30T22:06:39.772Z,Torrey Pines Golf Course (North Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,2,M. Homa,Max Homa,Birdies,4.922,6,-1.078,under,3,W,-110,101,0.909,1.010
2026-06-30T22:06:39.772Z,Torrey Pines Golf Course (North Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,2,T. Finau,Tony Finau,Birdies,5.379,6,-0.621,under,7,L,-125,-113,-1.000,-1.000
2026-06-30T22:06:39.772Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,3,M. Pavon,Matthieu Pavon,Birdies,3.908,3.5,0.408,over,3,L,-135,-120,-1.000,-1.000
2026-06-30T22:06:39.772Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,3,T. Finau,Tony Finau,Birdies,5.109,4,1.109,over,2,L,-125,-109,-1.000,-1.000
2026-06-30T22:06:39.772Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2025,Farmers Insurance Open,2025,2,K. Bradley,Keegan Bradley,Birdies,5.273,3.5,1.773,over,2,L,-120,104,-1.000,-1.000
2026-06-30T22:06:39.772Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2025,Farmers Insurance Open,2025,2,L. Aberg,Ludvig Aberg,Birdies,5.534,3.5,2.034,over,2,L,-180,-150,-1.000,-1.000
2026-06-30T22:06:39.772Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2025,Farmers Insurance Open,2025,2,S. Theegala,Sahith Theegala,Birdies,4.686,3.5,1.186,over,4,W,100,124,1.000,1.240
2026-06-30T22:06:39.772Z,TPC Southwind,FedEx St Jude Championship 2024,FedEx St Jude Championship,2024,4,C. Morikawa,Collin Morikawa,Birdies,5.153,3.5,1.653,over,4,W,-190,-154,0.526,0.649
2026-06-30T22:06:39.772Z,TPC Southwind,FedEx St Jude Championship 2024,FedEx St Jude Championship,2024,2,H. Matsuyama,Hideki Matsuyama,Birdies,5.857,4.5,1.357,over,7,W,110,136,1.100,1.360
2026-06-30T22:06:39.772Z,TPC Southwind,FedEx St Jude Championship 2024,FedEx St Jude Championship,2024,2,S. Theegala,Sahith Theegala,Birdies,5.453,3.5,1.953,over,4,W,-180,-148,0.556,0.676
2026-06-30T22:06:39.772Z,TPC Southwind,FedEx St Jude Championship 2024,FedEx St Jude Championship,2024,2,C. Morikawa,Collin Morikawa,Birdies,5.129,4.5,0.629,over,2,L,125,129,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC Southwind,FedEx St Jude Championship 2024,FedEx St Jude Championship,2024,4,S. Burns,Sam Burns,Birdies,7.333,3.5,3.833,over,4,W,-175,-143,0.571,0.699
2026-06-30T22:06:39.772Z,TPC Southwind,FedEx St Jude Championship 2024,FedEx St Jude Championship,2024,4,W. Zalatoris,Will Zalatoris,Birdies,5.439,3.5,1.939,over,4,W,-165,-135,0.606,0.741
2026-06-30T22:06:39.772Z,TPC Southwind,FedEx St Jude Championship 2024,FedEx St Jude Championship,2024,2,S. Lowry,Shane Lowry,Birdies,5.123,4.5,0.623,over,3,L,110,137,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC Southwind,FedEx St Jude Championship 2024,FedEx St Jude Championship,2024,4,S. Scheffler,Scottie Scheffler,Birdies,6.469,4.5,1.969,over,5,W,-155,-122,0.645,0.820
2026-06-30T22:06:39.772Z,TPC Southwind,FedEx St Jude Championship 2024,FedEx St Jude Championship,2024,4,V. Hovland,Viktor Hovland,Birdies,6.727,4.5,2.227,over,6,W,110,135,1.100,1.350
2026-06-30T22:06:39.772Z,TPC Southwind,FedEx St Jude Championship 2024,FedEx St Jude Championship,2024,2,S. Scheffler,Scottie Scheffler,Birdies,6.542,4.5,2.042,over,5,W,-155,-128,0.645,0.781
2026-06-30T22:06:39.772Z,TPC Southwind,FedEx St Jude Championship 2024,FedEx St Jude Championship,2024,2,X. Schauffele,Xander Schauffele,Birdies,6.010,4.5,1.510,over,5,W,-135,-109,0.741,0.917
2026-06-30T22:06:39.772Z,TPC Southwind,FedEx St. Jude Championship 2023,FedEx St. Jude Championship,2023,4,J. Rahm,Jon Rahm,Birdies,5.819,5.5,0.319,over,5,L,-110,-100,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC Southwind,FedEx St. Jude Championship 2023,FedEx St. Jude Championship,2023,3,H. Matsuyama,Hideki Matsuyama,Birdies,4.771,4,0.771,over,6,W,-145,-125,0.690,0.800
2026-06-30T22:06:39.772Z,TPC Southwind,FedEx St. Jude Championship 2023,FedEx St. Jude Championship,2023,3,S. Stevens,Sam Stevens,Birdies,4.888,4,0.888,over,3,L,100,111,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC Southwind,FedEx St. Jude Championship 2023,FedEx St. Jude Championship,2023,3,V. Hovland,Viktor Hovland,Birdies,5.404,4.5,0.904,over,7,W,-120,-104,0.833,0.962
2026-06-30T22:06:39.772Z,TPC Southwind,FedEx St. Jude Championship 2023,FedEx St. Jude Championship,2023,4,J. Day,Jason Day,Birdies,4.746,5,-0.254,under,6,L,-145,-124,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC Southwind,FedEx St. Jude Championship 2023,FedEx St. Jude Championship,2023,4,M. Kuchar,Matt Kuchar,Birdies,4.404,4.5,-0.096,under,3,W,-125,-114,0.800,0.877
2026-06-30T22:06:39.772Z,TPC Southwind,FedEx St. Jude Championship 2023,FedEx St. Jude Championship,2023,1,J. Rose,Justin Rose,Birdies,4.287,4.5,-0.213,under,3,W,-135,-118,0.741,0.847
2026-06-30T22:06:39.772Z,TPC Southwind,FedEx St. Jude Championship 2023,FedEx St. Jude Championship,2023,1,J. Spieth,Jordan Spieth,Birdies,4.290,4.5,-0.210,under,6,L,-105,106,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC Southwind,FedEx St. Jude Championship 2023,FedEx St. Jude Championship,2023,4,J. Spieth,Jordan Spieth,Birdies,5.208,4.5,0.708,over,3,L,-105,105,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC Southwind,FedEx St. Jude Championship 2023,FedEx St. Jude Championship,2023,3,S. Scheffler,Scottie Scheffler,Birdies,5.217,4.5,0.717,over,1,L,-110,102,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC Southwind,FedEx St. Jude Championship 2023,FedEx St. Jude Championship,2023,4,T. Fleetwood,Tommy Fleetwood,Birdies,6.352,4.5,1.852,over,4,L,-120,-107,-1.000,-1.000
2026-06-30T22:06:39.772Z,The Renaissance Club,Genesis Scottish Open 2025,Genesis Scottish Open,2025,2,C. Morikawa,Collin Morikawa,Birdies,5.707,3.5,2.207,over,1,L,-200,-160,-1.000,-1.000
2026-06-30T22:06:39.772Z,The Renaissance Club,Genesis Scottish Open 2025,Genesis Scottish Open,2025,2,L. Aberg,Ludvig Aberg,Birdies,4.877,3.5,1.377,over,8,W,-190,-156,0.526,0.641
2026-06-30T22:06:39.772Z,The Renaissance Club,Genesis Scottish Open 2025,Genesis Scottish Open,2025,4,J. Knapp,Jake Knapp,Birdies,4.724,3.5,1.224,over,3,L,-135,-112,-1.000,-1.000
2026-06-30T22:06:39.772Z,The Renaissance Club,Genesis Scottish Open 2025,Genesis Scottish Open,2025,4,M. Fitzpatrick,Matt Fitzpatrick,Birdies,5.153,3.5,1.653,over,4,W,-175,-140,0.571,0.714
2026-06-30T22:06:39.772Z,Albany GC,Hero World Challenge 2023,Hero World Challenge,2023,1,M. Homa,Max Homa,Birdies,5.337,5.5,-0.163,under,6,L,100,112,-1.000,-1.000
2026-06-30T22:06:39.772Z,Albany GC,Hero World Challenge 2023,Hero World Challenge,2023,1,V. Hovland,Viktor Hovland,Birdies,7.274,6,1.274,over,4,L,100,115,-1.000,-1.000
2026-06-30T22:06:39.772Z,Albany GC,Hero World Challenge 2023,Hero World Challenge,2023,2,S. Scheffler,Scottie Scheffler,Birdies,6.198,6,0.198,over,8,W,-110,104,0.909,1.040
2026-06-30T22:06:39.772Z,TPC Deere Run,John Deere Classic 2025,John Deere Classic,2025,1,A. Potgieter,Aldrich Potgieter,Birdies,6.965,4.5,2.465,over,4,L,-125,-101,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC Deere Run,John Deere Classic 2025,John Deere Classic,2025,1,B. Griffin,Ben Griffin,Birdies,6.371,5.5,0.871,over,2,L,120,149,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC Deere Run,John Deere Classic 2025,John Deere Classic,2025,1,M. Thorbjornsen,Michael Thorbjornsen,Birdies,7.760,4.5,3.260,over,3,L,-155,-125,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC Deere Run,John Deere Classic 2025,John Deere Classic,2025,2,C. Kirk,Chris Kirk,Birdies,6.874,4.5,2.374,over,4,L,-125,100,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC Deere Run,John Deere Classic 2025,John Deere Classic,2025,2,J.T. Poston,J.T. Poston,Birdies,5.301,4.5,0.801,over,6,W,-125,-102,0.800,0.980
2026-06-30T22:06:39.772Z,TPC Deere Run,John Deere Classic 2025,John Deere Classic,2025,1,D. Thompson,Davis Thompson,Birdies,6.566,4.5,2.066,over,5,W,-155,-127,0.645,0.787
2026-06-30T22:06:39.772Z,TPC Deere Run,John Deere Classic 2025,John Deere Classic,2025,1,Jason Day,Jason Day,Birdies,6.505,4.5,2.005,over,2,L,-165,-132,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC Deere Run,John Deere Classic 2025,John Deere Classic,2025,1,L. Glover,Lucas Glover,Birdies,5.928,4.5,1.428,over,4,L,-145,-120,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC Deere Run,John Deere Classic 2025,John Deere Classic,2025,2,J. Knapp,Jake Knapp,Birdies,6.892,4.5,2.392,over,5,W,-135,-106,0.741,0.943
2026-06-30T22:06:39.772Z,TPC Deere Run,John Deere Classic 2025,John Deere Classic,2025,2,M. Homa,Max Homa,Birdies,5.601,4.5,1.101,over,5,W,-110,111,0.909,1.110
2026-06-30T22:06:39.772Z,TPC Deere Run,John Deere Classic 2025,John Deere Classic,2025,2,R. Fowler,Rickie Fowler,Birdies,5.969,4.5,1.469,over,3,L,-135,-106,-1.000,-1.000
2026-06-30T22:06:39.772Z,Muirfield Village Golf Club,Memorial Tournament 2024,Memorial Tournament,2024,3,C. Bezuidenhout,Christiaan Bezuidenhout,Birdies,2.884,3.5,-0.616,under,3,W,-105,119,0.952,1.190
2026-06-30T22:06:39.772Z,Muirfield Village Golf Club,Memorial Tournament 2024,Memorial Tournament,2024,3,V. Hovland,Viktor Hovland,Birdies,4.543,4,0.543,over,3,L,-135,-112,-1.000,-1.000
